순위,매물 이름,거래 유형,가격,업로드 날짜,매물 유형,매물 세부사항 (방갯수/면적/층수),상세 설명,위치
406,탑벽산 605동,매매,"140,000 만원",20.11.30,아파트,방3개 125.82/101.97㎡ 고층/총13층,주인거주 탁트인전망 정상입주,경기도  성남시  야탑동
407,양지2단지청구 213동,월세,"20,000 / 250 만원",20.11.30,아파트,방3개 104.1/84.6㎡ 중층/총15층,올수리 학군학원최고 중앙공원,경기도  성남시  수내동
408,까치건영빌라 611동,월세,"30,000 / 50 만원",20.11.30,아파트,방3개 73.17/59.88㎡ 고층/-,22p   미금초역세권  방3개 수리되어 있습니다.3월입주,경기도  성남시  구미동
409,"청솔서광,영남 106동",월세,"20,000 / 100 만원",20.11.30,아파트,방2개 73.24/53.6㎡ 고층/-,22p   미금초역세권  방2개 수리되어 있습니다.3월입주,경기도  성남시  금곡동
410,하얀주공5단지 506동,매매,"55,000 만원",20.11.30,아파트,방2개 54.7/39.01㎡ 고층/-,17p  입주가능. 세안고가능   투베이구조입니다. 전망 좋은집입니다,경기도  성남시  구미동
411,단대푸르지오 110동,매매,"129,000 만원",20.11.28,아파트,방4개 149.29/114.88㎡ 고층/총21층,역세권 특올수리 정남향 로열동 로열층 입주가능,경기도  성남시  단대동
412,"양지3,5단지금호한양 302동",매매,"175,000 만원",20.11.27,아파트,방4개 157.43A/134.48㎡ 10층/총21층,올수리 입주가능 학군학원가최고 수내역세권,경기도  성남시  수내동
413,"양지3,5단지금호한양 301동",전세,"140,000 만원",20.11.27,아파트,방4개 163.22B/134.55㎡ 7층/총18층,50P 최근특올수리 상태아주좋음 융자없고 조용함 학군 교통 편리성최고지역,경기도  성남시  수내동
414,파크타운서안 112동,매매,"180,000 만원",20.11.27,아파트,방4개 166.75/134.91㎡ 중층/총30층,중앙공원전망최고 입주가능 학군학원가최고,경기도  성남시  수내동
415,"양지3,5단지금호한양 301동",매매,"170,000 만원",20.11.27,아파트,방4개 157.43A/134.48㎡ 중층/총21층,올수리 입주가능 학군학원가최고 수내역세권,경기도  성남시  수내동
416,이매삼성 1021동,전세,"87,000 만원",20.11.27,아파트,방4개 153.23/127.83㎡ 저층/총21층,수리깨끗 남향로얄동 이매중단지 역세권,경기도  성남시  이매동
417,판교원마을9단지 923동,월세,"70,000 / 90 만원",20.11.27,아파트,방3개 113.09D/84.99㎡ 중층/총17층,빠른입주도가능 협의   낙생초중고학군 판교도서관  모든조건이 갖쳐져있음,경기도  성남시  판교동
418,양지2단지청구 213동,매매,"147,000 만원",20.11.27,아파트,방3개 104.1/84.6㎡ 5층/총15층,전세안고특급매 올수리 학군생활권최고 중앙공원근접용이,경기도  성남시  수내동
419,하얀주공5단지 506동,매매,"55,000 만원",20.11.27,아파트,방2개 54.7/39.01㎡ 17층/-,17p  입주가능합니다    투베이구조입니다.전망 좋은남향집입니다,경기도  성남시  구미동
420,"양지3,5단지금호한양 301동",전세,"140,000 만원",20.11.27,아파트,방4개 157.43A/134.48㎡ 중층/총18층,50P  최근특올수리 상태 매우좋음 융자없고 조용합니다. 학군최고지멱,경기도  성남시  수내동
421,양지2단지청구 208동,전세,"145,000 만원",20.11.27,아파트,방4개 160.5/134.8㎡ 18층/총19층,귀한전세 특올수리 융자무 학군생활권최고,경기도  성남시  수내동
422,장안타운건영2차 117동,월세,"50,000 / 100 만원",20.11.27,아파트,방3개 109.40/85㎡ 6층/총11층,최근전체샷시포함확장퍼펙트특올수리,경기도  성남시  분당동
423,하얀주공5단지 506동,전세,"35,000 만원",20.11.27,아파트,방2개 54.7/39.01㎡ 17층/-,정남향 전망좋은 집 쌍둥이구조. 매매도 가능합니다. 귀한전세입니다,경기도  성남시  구미동
424,이매삼성 1024동,월세,"3,000 / 150 만원",20.11.26,아파트,방3개 74.3/59.53㎡ 고층/총5층,22p 최근특올수리  이매중단지내 더블역세권 융무 정상,경기도  성남시  이매동
425,정든우성6단지 616동,전세,"45,000 만원",20.11.26,아파트,방2개 64.69/48.84㎡ 5층/총15층,12월중순이후가능.급전세.하시.전체특올수리해줌.주인거주.산전망,경기도  성남시  정자동
426,한솔청구 108동,매매,"76,000 만원",20.11.26,아파트,방2개 66.15/49.35㎡ 7층/총16층,최신완전특올수리 산전망굿 용적율양호 학군양호,경기도  성남시  정자동
427,한솔주공5단지 506동,매매,"120,000 만원",20.11.26,아파트,방3개 101.11B/74.91㎡ 중층/총15층,수리된 집으로 리모델링 진행중임,경기도  성남시  정자동
428,"양지3,5단지금호한양 302동",매매,"175,000 만원",20.11.26,아파트,방4개 157.43A/134.48㎡ 10층/총21층,입주가능특급매 특올수리 로얄동로얄층 학군생활권최고단지,경기도  성남시  수내동
429,백현마을5단지 502동,매매,"160,000 만원",20.11.26,아파트,방3개 111.72E1/84.7㎡ 저층/총22층,판교역4분 낙생육교 현대백화점  신백현초중학교 갭투자최고적  정원뷰탁트림,경기도  성남시  백현동
430,매화주공4단지 401동,전세,"30,000 만원",20.11.26,아파트,방2개 57.53/41.85㎡ 중층/총15층,하시입주 . 특올수리 . 조용한동,경기도  성남시  야탑동
431,위례자연앤래미안e편한세상 5610동,월세,"40,000 / 165 만원",20.11.26,아파트,방3개 113.12D/84.96㎡ 중층/총21층,최고학군 단지내초중고어린이집 에어컨 풀옵션 채광우수 고품격편의시설오래거주,경기도  성남시  창곡동
432,양지5단지한양 512동,월세,"28,000 / 30 만원",20.11.26,아파트,방2개 48.24/35.1㎡ 저층/총15층,14 즉시입주 최근특올수리 샤시포함 융자없음  아주좋아요,경기도  성남시  수내동
433,양지1단지금호 101동,월세,"80,000 / 150 만원",20.11.26,아파트,방4개 157.98/133.82㎡ 저층/총18층,올수리 전망예뻐요 학군학원가최고 수내역세권,경기도  성남시  수내동
434,"양지3,5단지금호한양 302동",매매,"170,000 만원",20.11.26,아파트,방4개 163.22B/134.55㎡ 중층/총21층,입주가능특급매 특올수리 로얄동로얄층 학군생활권최고,경기도  성남시  수내동
435,매화주공4단지 406동,전세,"31,000 만원",20.11.26,아파트,방2개 57.53/41.85㎡ 고층/총15층,정남향 . 특올수리 . 하시입주 . 조용한동,경기도  성남시  야탑동
436,한솔청구 109동,매매,"120,000 만원",20.11.26,아파트,방3개 126.81/101.99㎡ 1층/총18층,밝은집 전면주차없음 학군양호 용적율굿,경기도  성남시  정자동
437,이매성지 701동,월세,"50,000 / 190 만원",20.11.26,아파트,방4개 128.19/101.91㎡ 고층/총18층,38p  확장특올수리 전망굿 이매더블초역세권 융무 정상,경기도  성남시  이매동
438,하얀주공5단지 506동,매매,"55,000 만원",20.11.25,아파트,방2개 54.7/39.01㎡ 고층/-,17p  입주가능합니다    투베이구조입니다.전망 좋은집입니다,경기도  성남시  구미동
439,목련한일 504동,전세,"65,000 만원",20.11.25,아파트,방3개 109.11/84.93㎡ 중층/총15층,귀한전세 . 수리깨끗 . 산 조망,경기도  성남시  야탑동
440,이매진흥 808동,전세,"85,000 만원",20.11.25,아파트,방3개 102.32/84.63㎡ 저층/총13층,"샷시포함특올수리 이매초,중학군 초역세권",경기도  성남시  이매동
441,양지2단지청구 208동,전세,"145,000 만원",20.11.25,아파트,방4개 160.5/134.8㎡ 고층/총19층,50 최근특올수리 융자없음 전망굿 수내역세권 남서향 아주좋아요,경기도  성남시  수내동
442,이매삼성 1001동,매매,"145,000 만원",20.11.25,아파트,방4개 124.54/101.91㎡ 중층/총18층,최근전체특올수리 이매중단지 역세권 귀한입주추천,경기도  성남시  이매동
443,하얀주공5단지 506동,매매,"55,000 만원",20.11.25,아파트,방2개 54.7/39.01㎡ 고층/-,17p  입주가능합니다    투베이구조입니다.전망 좋은집입니다,경기도  성남시  구미동
444,양지5단지한양 514동,매매,"53,000 만원",20.11.25,아파트,방1개 38.72/28.16㎡ 저층/총10층,11 특올수리 빠른입주가능 남서향 수내역세권 좋아요,경기도  성남시  수내동
445,위례자연앤래미안e편한세상 5614동,매매,"126,000 만원",20.11.25,아파트,방3개 101.02B/75.98㎡ 중층/총18층,학부모선호단지 단지내초중고어린이집 트인전망 채광우수 교통 고품격편의시설,경기도  성남시  창곡동
446,봇들마을1단지풍성신미주 110동,월세,"50,000 / 150 만원",20.11.25,아파트,방3개 109.63B/83.69㎡ 중층/총13층,"33형,수리깨끗,주인거주,전망특,초,중.고 근접,정상입주,로얄동",경기도  성남시  삼평동
447,이매진흥 808동,전세,"85,000 만원",20.11.25,아파트,방3개 102.32/84.63㎡ 고층/총13층,"최근전체올수리  전망 이매초,중학군 빠른입주가",경기도  성남시  이매동
448,양지5단지한양 513동,월세,"15,000 / 70 만원",20.11.25,아파트,방2개 58.52/42.56㎡ 3층/총15층,샤시포함특올수리 융자무 수내초역세권,경기도  성남시  수내동
449,봇들마을3단지 312동,매매,"125,000 만원",20.11.25,아파트,방3개 80.78A/59.84㎡ 고층/총15층,24.추천 남향 탁 트인 전망 로얄동 로얄층 확장된 거실.방3개 화장실2,경기도  성남시  삼평동
450,봇들마을7단지 706동,월세,"70,000 / 210 만원",20.11.24,아파트,방4개 137.73A/108.34㎡ 중층/총17층,"41.빠른입주 남향 확장된 거실.방4개 안방 붙박이,부엌 수납좋음",경기도  성남시  삼평동
451,이매금강 106동,전세,"90,000 만원",20.11.24,아파트,방4개 124.12/99.17㎡ 저층/총15층,샷시포함올수리 교통편리 조용한로얄동,경기도  성남시  이매동
452,푸른신성 404동,매매,"125,000 만원",20.11.24,아파트,방3개 107.36/84.72㎡ 저층/총18층,32P 확장올수리 정상입주가능 학군 좋고 쾌적한 환경,경기도  성남시  수내동
453,"양지3,5단지금호한양 301동",매매,"175,000 만원",20.11.24,아파트,방4개 157.43A/134.48㎡ 7층/총21층,올수리 앞전망이예뻐요 입주가능한귀한매물 학군학원가최고수내역세권,경기도  성남시  수내동
454,이매금강 101동,전세,"78,000 만원",20.11.24,아파트,방3개 105.65/84.42㎡ 저층/총18층,수리깨끗 교통편리 융무,경기도  성남시  이매동
455,이매진흥 807동,전세,"100,000 만원",20.11.23,아파트,방4개 122.45/101.89㎡ 중층/총20층,"확장특올수리 이매초,중학군 초역세권 융무",경기도  성남시  이매동
456,판교원마을9단지 923동,전세,"100,000 만원",20.11.23,아파트,방3개 113.09D/84.99㎡ 중층/총17층,낙생초중고학군  산전망굿  판교도서관 마켓다양 부족함없는대단지입니다,경기도  성남시  판교동
457,백현마을7단지 707동,매매,"170,000 만원",20.11.23,아파트,방3개 110.97E1/84.7㎡ 중층/총24층,전망인테리어굿 입주 역세권,경기도  성남시  백현동
458,양지2단지청구 208동,전세,"145,000 만원",20.11.23,아파트,방4개 160.5/134.8㎡ 18층/총19층,최근특올수리 융자무 전망 학군우수 수내초역세권,경기도  성남시  수내동
459,장안타운건영2차 107동,월세,"27,000 / 90 만원",20.11.23,아파트,방3개 91.46/70.68㎡ 2층/총13층,방3화장실1계단식 단지내초등학교,경기도  성남시  분당동
460,양지5단지한양 517동,전세,"110,000 만원",20.11.23,아파트,방3개 108.29/84.9㎡ 저층/총16층,특올수리 융자무 조용한동 학군우수 중도금3억필요,경기도  성남시  수내동
461,판교원마을1단지 101동,매매,"230,000 만원",20.11.23,아파트,방4개 192.48/153.65㎡ 14층/총14층,"58P 복층펜트 테라스, 탁틔인 환상뷰, 인테리어 아주깨끗",경기도  성남시  판교동
462,양지5단지한양 517동,전세,"110,000 만원",20.11.23,아파트,방3개 108.29/84.9㎡ 4층/총15층,32  특수리 3월초입주 중도금3억필요 조용한로얄동,경기도  성남시  수내동
463,백현마을6단지 606동,전세,"95,000 만원",20.11.23,아파트,방3개 97.58B/74.45㎡ 중층/총19층,29p 구조 수리 전망굿  입주일협의  역근거리,경기도  성남시  백현동
464,판교원마을6단지 605동,매매,"95,000 만원",20.11.23,아파트,방3개 78.38A/58.24㎡ 저층/총17층,"강추, 12월 입주 가능, 3베이, 남향, 판교초학군,",경기도  성남시  판교동
465,양지2단지청구 213동,매매,"141,000 만원",20.11.23,아파트,방3개 104.1/84.6㎡ 1층/총15층,올수리 학군학원지역최고,경기도  성남시  수내동
466,파크타운서안 111동,매매,"152,000 만원",20.11.21,아파트,방4개 125.51/101.91㎡ 8층/총15층,올수리 로얄동 전세안고매물입니다. 내정초중학군,경기도  성남시  수내동
467,"양지3,5단지금호한양 523동",전세,"120,000 만원",20.11.21,아파트,방3개 126.36/101.93㎡ 고층/총10층,38 확장특올수리 정상입주 확트인전망 융자없음 수내역세권 좋아요,경기도  성남시  수내동
468,파크타운서안 113동,매매,"165,000 만원",20.11.21,아파트,방4개 125.51/101.91㎡ 9층/총21층,올수리 조용한 로얄동 입주가능합니다. 방4개 내정초내정중학군,경기도  성남시  수내동
469,목련영남 504동,전세,"65,000 만원",20.11.21,아파트,방3개 109.82/84.93㎡ 중층/-,귀한전세 . 정남향 . 조용한동 . 입주협의,경기도  성남시  야탑동
470,이매청구 603동,매매,"200,000 만원",20.11.21,아파트,방5개 229.39/194.98㎡ 17층/총17층,주인특올수리 전망굿 로얄동 더블역세권 용적율적음 입주추천,경기도  성남시  이매동
471,양지5단지한양 511동,전세,"38,000 만원",20.11.21,아파트,방2개 48.24/35.1㎡ 고층/총15층,14P 로얄동로얄층입니다. 전망좋고 올수리깨끗 수내역 5분거리입니다.,경기도  성남시  수내동
472,파크타운서안 111동,매매,"165,000 만원",20.11.21,아파트,방4개 125.51/101.91㎡ 2층/총15층,특올수리 정상입주 낮은전망,경기도  성남시  수내동
473,판교알파리움1단지(C2-2) 104동,전세,"150,000 만원",20.11.21,아파트,방3개 140.09/110.25㎡ 저층/총18층,판교초역세권 풀옵션 입주를환영함니다.,경기도  성남시  백현동
474,까치건영빌라 605동,월세,"10,000 / 100 만원",20.11.20,아파트,방3개 73.17/59.88㎡ 저층/-,22py   . 방3개구조  올수리 정상입주 가능합니다  미금역세권,경기도  성남시  구미동
475,"청솔서광,영남 105동",전세,"50,000 만원",20.11.20,아파트,방2개 73.24/53.6㎡ 저층/-,22py    일부수리  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  금곡동
476,"까치대우,롯데,선경 115동",전세,"88,000 만원",20.11.20,아파트,방3개 108.96/84.79㎡ 중층/-,32py   수리해 드립니다  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  구미동
477,탑주공8단지 809동,매매,"53,000 만원",20.11.20,아파트,방2개 57.53/41.85㎡ 중층/총15층,"전세안고,깨끗,저렴하게 나온물건입니다.역세권소형아파트",경기도  성남시  야탑동
478,장미현대 827동,전세,"87,000 만원",20.11.20,아파트,방4개 124.33/101.99㎡ 저층/총15층,탄천전망 . 정남향 . 정상입주 . 조용한동,경기도  성남시  야탑동
479,"까치대우,롯데,선경 103동",월세,"10,000 / 200 만원",20.11.20,아파트,방3개 108.96/84.79㎡ 중층/-,32py   . 방3개구조  올수리 정상입주 가능  전망좋은 집입니다.,경기도  성남시  구미동
480,이매한신 201동,전세,"80,000 만원",20.11.20,아파트,방3개 109.26/84.9㎡ 고층/총20층,올수리 교통편리 정상 융무,경기도  성남시  이매동
481,이매금강 106동,월세,"78,000 / 30 만원",20.11.20,아파트,방4개 124.12/99.17㎡ 저층/총15층,37p 샷시포함 올수리된집 대중교통편리 입주협의가능,경기도  성남시  이매동
482,청솔공무원 507동,전세,"55,000 만원",20.11.20,아파트,방2개 84.55/58.71㎡ 중층/-,26py    올수리  귀한 전세  깨끗한 집입니다 아늑한 전망이 예뻐요,경기도  성남시  금곡동
483,탑주공8단지 803동,매매,"44,000 만원",20.11.20,아파트,방2개 51.28A/35.28㎡ 8층/총10층,"월세안고,남향,역세권,저렴하게 나온물건입니다.",경기도  성남시  야탑동
484,청솔공무원 507동,월세,"4,000 / 140 만원",20.11.20,아파트,방2개 84.55/58.71㎡ 중층/-,26p   올수리해 드립니다.  미금역세권단지 .정상입주 가능합니다.,경기도  성남시  금곡동
485,코오롱더프라우 1동,전세,"100,000 만원",20.11.20,아파트,방4개 207.4/172.09㎡ 중층/-,64py    확장수리  귀한 전세  깨끗한 집입니다 정상입주 가능합니다,경기도  성남시  금곡동
486,연꽃마을4단지 409동,전세,"100,000 만원",20.11.20,아파트,방4개 168.04A/134.97㎡ 저층/총15층,융자없음 . 조용한동 . 확장형,경기도  성남시  여수동
487,청솔화인 204동,전세,"88,000 만원",20.11.20,아파트,방3개 104.81/84.6㎡ 고층/-,32py    확장수리  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  금곡동
488,이매금강 107동,월세,"5,000 / 120 만원",20.11.20,아파트,방2개 72.69/50.82㎡ 저층/총15층,"21p 전망,라인굿 화장실수리 공역버스편리",경기도  성남시  이매동
489,이매한신 208동,월세,"25,000 / 120 만원",20.11.20,아파트,방3개 87.40/66.27㎡ 고층/총12층,산전망 수리깨끗 대중교통 서현역세권 정상,경기도  성남시  이매동
490,무지개10단지삼성건영 1006동,월세,"10,000 / 230 만원",20.11.20,아파트,방4개 160.89/134.82㎡ 저층/-,49py. 아늑한 1층입니다  올수리 정상입주 가능  전망좋은 집입니다.,경기도  성남시  구미동
491,청솔동아 1002동,전세,"95,000 만원",20.11.20,아파트,방4개 161.98/135㎡ 저층/-,49py    일부수리  귀한 전세  깨끗한 집입니다 정상입주 가능합니다,경기도  성남시  금곡동
492,연꽃마을4단지 403동,전세,"96,000 만원",20.11.20,아파트,방4개 126.98A/101.99㎡ 중층/총15층,귀한전세 . 정상입주,경기도  성남시  여수동
493,청솔주공9단지 903동,전세,"35,000 만원",20.11.20,아파트,방2개 50.06/36.54㎡ 중층/-,15py    수리굿  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  금곡동
494,청솔화인 201동,전세,"45,000 만원",20.11.20,아파트,방2개 57.22/40.5㎡ 저층/-,17py    수리굿  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  금곡동
495,위례자연앤래미안e편한세상 5616동,월세,"10,000 / 270 만원",20.11.20,아파트,방3개 111.86A/84.98㎡ 저층/총15층,최고학군 단지내초중고어린이집 채광조망우수 교통 편의시설 굿 위례역 도보,경기도  성남시  창곡동
496,까치건영빌라 508동,전세,"56,000 만원",20.11.20,아파트,방3개 73.17/59.88㎡ 고층/-,22py   수리굿  귀한 전세  깨끗한 집입니다 교통편리,경기도  성남시  구미동
497,"까치대우,롯데,선경 116동",월세,"40,000 / 90 만원",20.11.20,아파트,방3개 108.96/84.79㎡ 중층/총25층,32py   . 방3개구조  올수리 정상입주 가능  전망좋은 집입니다.,경기도  성남시  구미동
498,무지개10단지삼성건영 1007동,전세,"85,000 만원",20.11.20,아파트,방4개 125.22B/101.82㎡ 저층/-,37py    특수리 귀한 전세  깨끗한 집입니다 정상입주 가능합니다,경기도  성남시  구미동
499,매화주공3단지 315동,전세,"30,000 만원",20.11.20,아파트,방2개 58.54/46.2㎡ 고층/총15층,귀한전세 . 올수리 . 정상입주,경기도  성남시  야탑동
500,무지개5단지청구 512동,전세,"50,000 만원",20.11.20,아파트,방3개 85.05/58.49㎡ 중층/-,25py   특수리 귀한 전세  깨끗한 집입니다 정상입주 가능합니다,경기도  성남시  구미동
